Date,Open,High,Low,Close,Volume,Market Cap
"Jun 06, 2021",23.79,24.46,23.62,24.2,1187622849,22881676131
"Jun 07, 2021",24.2,25.28,21.43,21.63,1861117892,20452577185
"Jun 08, 2021",21.7,22.27,19.66,21.75,2653898124,20675304866
"Jun 09, 2021",21.66,23.28,20.44,23.18,2220005781,22049780789
"Jun 10, 2021",23.2,24.55,22.11,22.68,2114395058,21579027447
"Jun 11, 2021",22.68,23.19,20.52,20.99,1517304438,19969703628
"Jun 12, 2021",20.96,21.26,19.52,20.78,1455506948,19774962202
"Jun 13, 2021",20.76,22.4,19.99,22.08,1233102638,21016241301
"Jun 14, 2021",22.04,26.03,21.31,22.21,1232810594,21142757781
"Jun 15, 2021",25.19,25.99,23.65,24.76,3151346883,23583335076
"Jun 16, 2021",23.97,24.54,22.58,22.97,1694813679,21884961261
"Jun 17, 2021",23.02,24,22.02,22.51,1236017502,21451987223
"Jun 18, 2021",22.55,22.57,20.27,21.4,1406342364,20399261184
"Jun 19, 2021",21.45,21.65,20.31,20.36,997553727,19409073661
"Jun 20, 2021",20.26,21.02,18.95,20.67,1309501356,19717389791
"Jun 21, 2021",20.64,20.78,15.38,15.77,2426849565,15045756872
"Jun 22, 2021",15.72,16.94,13.06,14.65,3026165113,13982696286
"Jun 23, 2021",14.66,16.8,14.01,16.14,2060945482,15406989340
"Jun 24, 2021",15.81,16.59,14.75,16.25,1163182954,15518435007
"Jun 25, 2021",16.23,16.72,14.47,14.47,1273917013,13818635590
"Jun 26, 2021",14.44,14.99,13.65,14.5,1135392300,13851821554
"Jun 27, 2021",14.52,15.04,14.06,15.02,982313261,14348288116
"Jun 28, 2021",15.04,16.03,14.68,15.74,1109200887,15045474177
"Jun 29, 2021",15.78,17.03,15.74,16.25,1342798978,15539593420
"Jun 30, 2021",16.31,16.62,15.1,16.4,1208316036,15685335248
"Jul 01, 2021",16.41,16.41,14.9,15.28,883647161,14620685888
"Jul 02, 2021",15.22,15.47,14.68,15.34,753194773,14683488904
"Jul 03, 2021",15.32,15.78,15.07,15.55,711235057,14890349403
"Jul 04, 2021",15.55,16.58,15.22,16.01,752075893,15335470066
"Jul 05, 2021",16,16,14.79,15.24,844844586,14593231500
"Jul 06, 2021",15.24,16.16,15.21,16.14,1001573398,15467724814
"Jul 07, 2021",16.14,17.67,16.1,16.86,1424247756,16162251359
"Jul 08, 2021",16.88,16.88,15.01,15.34,1116757295,14707952104
"Jul 09, 2021",15.31,15.9,14.85,15.67,822381786,15031111364
"Jul 10, 2021",15.68,15.98,15.08,15.29,664082424,14670005645
"Jul 11, 2021",15.28,15.71,15.16,15.48,543030842,14857096978
"Jul 12, 2021",15.49,15.65,14.44,14.87,668145499,14498570644
"Jul 13, 2021",14.86,15.09,14.03,14.19,607013676,13836156758
"Jul 14, 2021",14.2,14.21,13.2,13.8,859077648,13459171564
"Jul 15, 2021",13.81,14.1,12.76,13.08,766661233,12764879954
"Jul 16, 2021",13.07,13.31,12.02,12.05,810693173,11763040292
"Jul 17, 2021",12.03,12.74,11.75,12.29,851659386,11998090709
"Jul 18, 2021",12.3,12.93,12.27,12.68,675122783,12381218061
"Jul 19, 2021",12.66,12.74,11.36,11.43,870751781,11159601952
"Jul 20, 2021",11.46,11.55,10.42,10.98,940409268,10729927136
"Jul 21, 2021",10.96,12.85,10.69,12.31,1230601624,12027225308
"Jul 22, 2021",12.33,13.34,11.86,13.16,1044329360,12866359135
"Jul 23, 2021",13.17,13.49,12.36,13.4,955080499,13101084439
"Jul 24, 2021",13.39,14.04,13.14,13.81,886579432,13502601229
"Jul 25, 2021",13.78,13.83,13.1,13.71,777347324,13414861393
"Jul 26, 2021",13.74,15.29,13.66,13.95,1793449168,13653247606
"Jul 27, 2021",13.93,14.53,13.4,14.38,1125369355,14072265523
"Jul 28, 2021",14.4,14.74,13.97,14.54,1108934437,14234561488
"Jul 29, 2021",14.53,15.38,14.3,15.24,1062263753,14922418708
"Jul 30, 2021",15.26,15.84,14.44,15.84,1137541991,15515350364
"Jul 31, 2021",15.8,17,15.61,16.85,1264877872,16510914749
"Aug 01, 2021",16.78,19.87,16.6,18.41,2765314958,18050367645
"Aug 02, 2021",18.43,18.83,17.61,18.02,1663229216,17668053414
"Aug 03, 2021",18.01,18.51,16.87,17.34,1323763207,17001294556
"Aug 04, 2021",17.42,19.52,17.13,19.16,1596864082,18797200556
"Aug 05, 2021",19.16,19.45,17.91,19.13,1640748887,18771856342
"Aug 06, 2021",19.13,20.76,18.55,20.4,1714827721,20022520893
"Aug 07, 2021",20.42,21.68,20.09,20.97,1715197695,20589958157
"Aug 08, 2021",20.97,21.17,19.25,19.68,1319824174,19326877060
"Aug 09, 2021",19.66,21.25,18.74,20.62,1388957425,20261260623
"Aug 10, 2021",20.58,21.39,20.12,20.61,1436590205,20302281119
"Aug 11, 2021",20.62,22.4,20.55,21.4,1858448703,21090422606
"Aug 12, 2021",21.38,22.28,19.96,20.75,1646177585,20457691348
"Aug 13, 2021",20.79,22.71,20.55,22.71,1463855800,22394248037
